Código da Anilha,Número da Anilha,Espécies,Código da Idade,Código do Sexo,Data,Diâmetro do Tarso,Observações,location,bandSize
E,187602,Chiroxiphia caudata,J,F,08/06/2023,,,BOA,E
E,187603,Chiroxiphia caudata,J,M,08/06/2023,,,BOA,E
E,187604,Chiroxiphia caudata,J,M,09/06/2023,,,BOA,E
E,187608,Chiroxiphia caudata,J,F,25/06/2023,,,BOA,E
E,187605,Haplospiza unicolor,J,F,09/06/2023,,,BOA,E
E,187606,Haplospiza unicolor,J,M,09/06/2023,,,BOA,E
E,187607,Chiroxiphia caudata,J,F,25/06/2023,,,BOA,E
E,187609,Tangara desmaresti,J,U,25/06/2023,,,BOA,E
E,187610,Chiroxiphia caudata,J,F,26/06/2023,,,BOA,E
E,187611,Chiroxiphia caudata,J,F,26/06/2023,,,BOA,E
E,187612,Chiroxiphia caudata,J,F,26/06/2023,,,BOA,E
E,187613,Tachyphonus coronatus,J,M,27/06/2023,,,BOA,E
E,187614,Chiroxiphia caudata,A,F,27/06/2023,,,BOA,E
E,187615,Haplospiza unicolor,J,M,28/06/2023,,,BOA,E
E,187616,Sicalis flaveola,J,U,04/07/2023,,,BOA,E
E,187617,Conopophaga lineata,J,M,05/07/2023,,,BOA,E
E,187618,Trichothraupis melanops,J,M,05/07/2023,,,BOA,E
E,187618,Coereba flaveola,J,U,05/07/2023,,,BOA,E
E,187620,Conopophaga lineata,A,NA,11/07/2023,,,BOA,E
E,187622,Haplospiza unicolor,J,M,11/07/2023,,,BOA,E
E,187623,Tangara desmaresti,A,U,11/07/2023,,,BOA,E
E,187624,Euphonia pectoralis,A,M,12/07/2023,,,BOA,E
E,187625,Hylophilus poicilotis,J,U,12/07/2023,,,BOA,E
E,187626,Chiroxiphia caudata,J,F,18/07/2023,,,BOA,E
E,187627,Tangara desmaresti,J,U,18/07/2023,,,BOA,E
E,187627,Chiroxiphia caudata,J,U,18/07/2023,,,BOA,E
E,187628,Tangara desmaresti,J,U,18/07/2023,,,BOA,E
E,187629,Tangara desmaresti,J,U,18/07/2023,,,BOA,E
E,187630,Tangara desmaresti,A,U,18/07/2023,,,BOA,E
E,187631,Tangara desmaresti,A,U,18/07/2023,,,BOA,E
E,187632,Dacnis cayana,J,M,26/07/2023,,,BOA,E
E,187633,Dacnis cayana,J,F,26/07/2023,,,BOA,E
E,152826,Zonotrichia capensis,A,U,01/08/2023,,,BOA,E
E,152827,Zonotrichia capensis,A,U,01/08/2023,,,BOA,E
E,152828,Zonotrichia capensis,A,U,01/08/2023,,,BOA,E
E,152829,Conopophaga lineata,A,M,01/08/2023,,,BOA,E
E,152830,Cranioleuca pallida,J,U,01/08/2023,,,BOA,E
E,152831,Zonotrichia capensis,D,NA,02/08/2023,,,BOA,E
E,187634,Synallaxis ruficapilla,J,U,01/08/2023,,,BOA,E
E,152832,Synallaxis ruficapilla,J,U,02/08/2023,,,BOA,E
E,152833,Conopophaga lineata,J,M,02/08/2023,,,BOA,E
E,152834,Synallaxis ruficapilla,J,U,02/08/2023,,,BOA,E
E,152835,Zonotrichia capensis,J,U,02/08/2023,,,BOA,E
E,152836,Cyanoloxia brissonii,J,F,02/08/2023,,,BOA,E
E,152837,Synallaxis ruficapilla,J,U,08/08/2023,,,BOA,E
E,152840,Trichothraupis melanops,A,M,15/08/2023,,,BOA,E
E,152841,Xiphorhynchus fuscus,J,U,16/08/2023,,,BOA,E
E,187651,Trichothraupis melanops,A,F,05/09/2023,,,BOA,E
E,187652,Conopophaga lineata,J,M,06/09/2023,,,BOA,E
E,187653,Conopophaga lineata,J,F,07/09/2023,,,BOA,E
E,187654,Conopophaga lineata,J,M,07/09/2023,,,BOA,E
E,187655,Conopophaga lineata,J,F,12/09/2023,,,BOA,E
E,187656,Trichothraupis melanops,J,M,12/09/2023,,,BOA,E
E,187657,Myiozetetes similis,J,U,12/09/2023,,,BOA,E
E,187658,Schiffornis virescens,A,U,13/09/2023,,,BOA,E
E,187659,Zonotrichia capensis,A,U,13/09/2023,,,BOA,E
E,187660,Chiroxiphia caudata,J,U,14/10/2023,,,BOA,E
E,187661,Thamnophilus caerulescens,A,F,14/10/2023,,,BOA,E
E,187662,Conopophaga lineata,A,M,14/10/2023,,,BOA,E
E,187663,Chiroxiphia caudata,J,M,15/10/2023,,,BOA,E
E,187664,Chiroxiphia caudata,J,M,15/10/2023,,,BOA,E
E,187665,Trichothraupis melanops,A,M,15/10/2023,,,BOA,E
E,187666,Conopophaga lineata,A,M,04/11/2023,,,BOA,E
E,187667,Synallaxis cinerascens,J,U,04/11/2023,,,BOA,E
E,187668,Synallaxis cinerascens,J,U,04/11/2023,,,BOA,E
E,187669,Synallaxis cinerascens,J,U,05/11/2023,,,BOA,E
E,187670,Catharus fuscescens,J,U,06/12/2023,,,BOA,E
E,187671,Synallaxis cinerascens,J,U,06/12/2023,,,BOA,E
E,187672,Trichothraupis melanops,J,U,07/12/2023,,,BOA,E
E,187673,Myiothlypis leucoblephara,J,U,09/01/2024,,,BOA,E
E,187674,Thamnophilus caerulescens,J,F,09/01/2024,,,BOA,E
E,187675,Chiroxiphia caudata,J,M,09/01/2024,,,BOA,E
E,187676,Conopophaga lineata,J,M,10/01/2024,,,BOA,E
E,187678,Myiothlypis leucoblephara,J,U,11/02/2024,,,BOA,E
E,187679,Synallaxis ruficapilla,J,U,11/02/2024,,,BOA,E
E,187680,Conopophaga lineata,D,U,11/02/2024,,,BOA,E
E,187681,Chiroxiphia caudata,J,M,11/02/2024,,,BOA,E
E,187682,Conopophaga lineata,J,M,11/02/2024,,,BOA,E
E,187683,Haplospiza unicolor,J,F,11/02/2024,,,BOA,E
E,187684,Haplospiza unicolor,A,M,12/02/2024,,,BOA,E
E,187685,Chiroxiphia caudata,J,M,12/02/2024,,,BOA,E
E,187686,Myiothlypis leucoblephara,J,U,12/02/2024,,,BOA,E
E,187687,Pachyramphus viridis,J,U,12/02/2024,,,BOA,E
